start	end	text
3224260	3224820	Okay.
3224880	3224880	
3225140	3228720	Now, P 3 receives this blue message next.
3229700	3232160	Will P 3 end up delivering the blue message?
3234120	3234640	Hmm?
3235760	3236280	Yes.
3238420	3239420	Or no.
3243560	3244080	Okay.
3244200	3245960	So, let's, let's come back to our condition.
3246120	3250600	So, now, now P 3 is, P 3 is stuck at 0 0 0 0.
3250600	3251440	Right?
3251660	3258060	And it receives a multicast with sequence vector 1 1 0 0.
3258460	3261620	So, if we come back and look at these conditions here.
3262240	3264200	Is the second condition satisfied?
3264920	3265540	No?
3265740	3265980	Right.
3266280	3267920	So, the second condition is not satisfied.
3269100	3270280	Are you all following?
3271400	3271860	Okay.
3271860	3272120	Okay.
3272940	3275220	So, the second condition is not satisfied.
3277000	3282740	So, basically what it indicates is that it's, it's missing a one from, from P 2.
3282880	3289740	So, P, basically the, this blue, this blue multicast when it was issued.
3289840	3292000	So, this is basically what's helping it establish the causal order.
3292080	3296320	So, what it indicates is this blue multicast when it was issued, P 2 had already delivered
3296320	3303300	a message from P 1 and P 3 has not yet delivered that first message from P 1.
3303680	3311060	So, P 3 should hold on to this blue multicast and buffer it until, until that condition is
3311060	3311520	satisfied.
3312120	3312620	Okay?
3313020	3320320	So, so this vector here, the first index of this vector is greater than the first index
3320320	3323780	that P 3 maintains and so the, the second condition is not satisfied.
3323780	3323800	Okay.
3324680	3325240	All right.
3325460	3326120	Is this clear?
3326780	3326840	Yeah.
3331360	3331740	.
3346880	3347680	Yeah, yeah, yeah.
3347800	3351060	Remember the, this is the rules that we discussed in the last class on Friday, right?
3351060	3352140	Is this clear?
3354700	3355140	Yeah.
3355360	3358680	It's, it's, it's based on the, so here the delivery actually happens, right?
3358800	3363160	So, the delivery has happened and then blue has, so even the application has seen the red
3363160	3365520	multicast before it issued the blue multicast.
3366040	3366480	.
3367860	3368300	Yes.
3368540	3373640	Not just receiving, it's a delivery, it's a delivery that establishes causality, yeah.
3373640	3382300	So, so the reason that we cannot deliver for this one is because, um, the, the second entry
3382300	3383660	is one and not zero?
3384580	3387340	So, it's because the first entry is one and not zero.
3387420	3391000	So, this is the second entry is so, with respect to the second entry, so there are these two
3391000	3391940	conditions here, right?
3392200	3392980	So, let's look at this.
3393060	3398620	So, basically you are receiving this multicast with vector one, one, zero, zero and this process
3398620	3400960	is, is basically at zero, zero, zero, zero.
3401220	3403480	So, now the first condition is satisfied, right?
3403540	3407020	So, if I look, if I compare the second index, I am, I am receiving it from P 2, right?
3407020	3413780	So, if I look at the second index, I am actually expecting sequence one from P 2.
3414420	3414900	.
3416260	3419440	Yeah, so this, this condition is satisfied, right?
3419860	3424260	But this condition which is saying that, okay, I have received this vector and for all
3424260	3427660	values that are not equal to two, basically in this case two, right?
3427780	3434460	So, for all values that are not, do not correspond to the index of the sender, the, the, the values
3434460	3441980	at, at this, the value in the vector should be less than or equal to basically the, the
3441980	3443640	values that I currently have.
3443760	3445320	So, I should be at least as up to date.
3445540	3450460	So, in that case, isn't it impossible to deliver any messages that have more than, that
3451080	3452460	don't have, you know, zeros?
3452780	3455600	So, we have to update, you know how it says zero, zero, zero, zero, right?
3455940	3456920	Can we have to update that?
3457980	3459940	No, it's less than or equal to, right?
3460080	3461840	We did end up delivering, sorry.
3461840	3464540	We did end up delivering these two messages.
3464820	3465100	Yeah.
3465440	3472360	Yeah, but once, once like the blue, so what this is, what this is essentially at the core
3472360	3478720	what it's saying is that when the blue multicast was issued P 2 had delivered one message from
3478720	3479180	P 1.
3479880	3486840	So, now all processes that deliver this blue multicast should also have delivered this one
3487000	3489800	one message from P 1, the first message from P 1.
3489900	3490100	Okay.
3490100	3491760	And that is what is establishing causality.
3492060	3499060	So, the way to check that is basically you put in the sequence counter of P 1 into the
3499060	3499540	vector.
3499620	3500520	This is what this is.
3500700	3503060	So, this is saying that, okay, one message from P 1 had been delivered.
3503240	3506980	And now all the processes that are receiving this blue message check that, hey, you know,
3507080	3508560	have I delivered a message from P 1?
3508560	3511980	If not, I should wait before I deliver this blue message.
3512200	3512400	Yeah.
3513500	3513860	Okay.
3515080	3515700	All right.
3515960	3520840	So, it's not, I didn't follow what you meant by no messages can be delivered because everything
3520840	3521760	is zero first because.
3522220	3524640	All the green ones are just all zeros.
3525860	3527520	Are those ever going to get updated?
3528180	3528580	Yeah.
3528700	3529840	This is the update, right?
3530000	3530820	This is the update.
3531000	3531680	Oh, yeah.
3532400	3532800	Yeah.
3533040	3533080	Yeah.
3533160	3537360	I mean you're updating that as and when you're sending the multicast and you are, you're
3537360	3539320	delivering the messages, you're updating that.
3539520	3541280	So, this is the last step, right?
3541720	3541940	Yeah.
3542040	3543940	Whenever you deliver a message, you update that.
3544200	3545820	So, this is, this was just a start thing.
3546700	3546820	Yeah.
3547860	3548260	Okay.
3549540	3550160	All right.
3551100	3552700	Any, any other questions?
3553480	3555520	This is, are all of you following?
3557120	3557560	Yeah.
3557560	3557660	Okay.
3558260	3561720	Yeah, just that like I, the faces are looking somewhat blanker today.
3562200	3562320	Okay.
3562680	3565860	Because there are a few questions coming from here and there, but I think some of you are
3565860	3566540	looking pretty blank.
3566640	3568840	So, I'm, I'm not getting enough, enough feedback.
3570100	3570540	Okay.
3571140	3580780	So, then when P4 issues the purple multicast, it will now increment this fourth index in the
3580780	3580780	
3580780	3580940	Okay.
3581120	3583000	I have received this, the first index is here.
3583060	3583140	Okay.
3583200	3586040	I have received this red multicast from P1, sequence one.
3586280	3589800	And now this, the fourth index indicates that, okay.
3590080	3591900	I'm issuing my, my multicast.
3593000	3597540	Then this, this fourth multi, this P4's purple multicast reaches P1.
3597540	3599020	Will it get delivered here?
3599760	3600320	Yes.
3600600	3600600	
3601000	3601060	Okay.
3601160	3601720	No, no issues.
3601980	3602780	The delivery happens.
3603300	3605220	Will it get delivered here at P2?
3607140	3607700	Yes.
3608160	3609200	It gets delivered.
3609880	3611260	Will it get delivered here at P3?
3612720	3613160	Hmm?
3616600	3617040	YS.
3621380	3623180	Does it satisfy both conditions?
3623960	3624900	Not the second condition.
3625080	3626860	Not the second condition still, right?
3626960	3631520	If this is P, P, so P3 is still stuck at 0, 0, 0, 0, right?
3631520	3637080	So, for the same reason that P3 ends up buffering the blue multicast, will end up buffering the
3637080	3638960	purple multicast as well, okay.
3640980	3641700	All right.
3642840	3643320	Yeah.
3643680	3647020	And then P4 receives the blue multicast.
3647120	3648880	Will it end up delivering the blue multicast?
3652280	3652740	Yes.
3653980	3654440	Okay.
3654840	3661240	So, notice that the, the last index here is different from the last index that is carried
3661240	3663240	by this blue multicast, but that's okay.
3663320	3664260	This value is higher.
3664480	3666060	So, you can, you can deliver it.
3666140	3667500	The second condition is still satisfied.
3667740	3668000	Okay.
3668460	3674560	So, it, it, it basically means that, basically the, the blue and the purple multicast are concurrent
3674560	3678600	and it means that, okay, for the blue multicast to be delivered, we should have delivered
3678880	3684520	this red message from P1, this first multicast from P1, that condition is satisfied.
3684740	3689500	So, blue can be delivered irrespective of what happens for the other indices afterwards,
3691880	3692020	okay.
3693820	3702000	Then the red, the red multicast hits P3, can, what, what happens at P3 now?
3702380	3704000	Can the red multicast be delivered?
3704380	3705060	Yes.
3705880	3705960	Okay.
3705960	3708240	So, what will, what will P3 do?
3708380	3711440	Once it delivers the red multicast, what will its sequence vector be?
3719480	3720840	One, zero, zero, zero.
3721080	3721140	One, zero, zero, okay.
3721320	3723760	So, like going, going back to the slide.
3723960	3729700	So, once you deliver a multicast, you update your sequence vector at that index only, okay.
3729700	3734940	So, you update your index vector at that index, you set the, that corresponding index to be
3734940	3740580	the same as the, what the, what the sequence vector carried by the messages at that index.
3740580	3742120	So, from, from Pj.
3746160	3747540	So, yeah.
3750620	3752200	So, yeah.
3752200	3752200	
3752540	3757460	So, when, when this red multicast hits P3, so P3 will update its sequence vector to one,
3757600	3758240	zero, zero, zero.
3758860	3763880	Once it has updated sequence vector to one, zero, zero, zero, can it deliver the blue multicast?
3764560	3765080	Yes.
3765340	3769920	So, then both conditions for the blue multicast will be satisfied and at that point the blue
3769920	3773000	multicast from P2 can be delivered at P3.
3773220	3774880	And what about the purple one?
3775020	3777300	Can it also deliver the purple multicast?
3778140	3778660	Yes.
3778660	3778660	
3778980	3779320	Okay.
3779500	3786120	So, once, once, once P3 delivers this red multicast, it updates its sequence vector to one, zero,
3786300	3786560	zero, zero.
3787060	3792340	And the causality conditions for both the buffered multicast get satisfied and it can end up
3792340	3793280	delivering both of them.
3793800	3794280	Okay.
3794520	3794600	Yeah.
3795980	3796460	.
3799920	3800740	If P3.
3800900	3800900	
3801220	3801700	.
3801700	3802720	That would be fine too.
3802940	3802960	Yeah.
3803720	3807580	In fact, like this P4 is delivering purple before blue.
3807580	3810280	So, the self deliveries are happening right away and that's okay.
3810600	3811140	Yeah.
3811520	3812380	And yeah.
3814020	3815000	You had a question?
3815440	3815580	Yeah.
3822940	3824900	After we send the purple one out?
3825360	3825900	Yeah.
3826120	3832420	So, there is no, why would, so forget about how we are implementing this.
3832540	3837000	Like why would like blue not be delivered at P4 after the purple one?
3837000	3837960	Is there any reason?
3842060	3842520	.
3848920	3850180	Can you speak a bit louder?
3850640	3850760	Yeah.
3853520	3853980	.
3854800	3855260	.
3855980	3856440	Right.
3856660	3857020	.
3858060	3863100	So, P this is the reason why we are not delivering blue at P3 is because it was not
3863100	3864380	to receive the red multicast.
3864500	3864940	Okay.
3865080	3868480	And there is a clear causality between the red and the blue multicast.
3868600	3872580	So, the red multicast happens before the blue multicast because the red multicast is
3873100	3877420	delivered at P2 before the blue multicast is issued at P2.
3877420	3882060	and delivery and issuing of the red multicast
3882060	3883720	happens before the delivery of the red multicast.
3883760	3886840	So red multicast is issued before the blue multicast
3886840	3888580	is issued, so that causality is established.
3889160	3890920	Similarly, we have established a causality
3890920	3893840	between the red and the purple multicast, right?
3894000	3896260	So P four ends up delivering the red multicast
3896260	3898120	before it issues the purple multicast.
3898240	3900360	So the red multicast from P one happens
3900360	3904240	before the purple multicast from P four.
3904560	3906780	But we don't have any causality relationship
3906780	3908120	between the blue and the purple one,
3908480	3910320	and they can be delivered in either order.
3910820	3915460	So now, so what one question was why does P four
3915460	3918440	and what was the question, why does P four end up issued?
3922460	3925560	Why can we send P four before receiving what?
3931700	3934400	Why would we want to wait for the blue signal
3934400	3936080	before sending the purple one out?
3936080	3939800	Like when a process decides to issue a multicast
3940320	3941840	is its own wish, right?
3941960	3945680	Like, I mean causality is established based on, okay,
3945760	3949200	like I am issuing a multicast after some message
3949200	3950600	has been delivered to me.
3950780	3952840	That indicates a potential causality
3952840	3954500	and I should keep track of that.
3954680	3956300	That's what all we are doing, right?
3956640	3959960	I'm not like purposely trying to delay the issue
3959960	3961960	of a multicast that's ready to be sent out
3961960	3964600	because I want to establish a causality.
3964920	3966860	I don't want to establish causality,
3966920	3969740	I want to respect causality that gets established based
3969740	3971080	on how the multicast are issued.
3971540	3973180	So that's the key distinction, okay?
3973420	3976320	And in fact, with this causal order multicast,
3976500	3977560	if we're just implementing that,
3977660	3979440	like self-deliveries can also happen right away.
3980840	3984300	Self-deliveries happen right away and that's still correct.
3987020	3990880	When a delivery happens for other multicasts
3990880	3992760	is what's going to establish the causality.
3993800	3996340	Okay, so a process is free to issue a multicast
3996340	3999260	whenever it wants and self-deliver it,
3999580	4002920	but when it can deliver the multicast from other processes
4002920	4005080	is what's going to establish causality
4005080	4008920	and influence how it's going to, sorry,
4010920	4014060	basically the causality that gets established
4014060	4016580	will influence how it ends up delivering the messages
4016580	4019860	from other processes, all right, yeah.
4020700	4021180	Okay, cool.
4025420	4026140	.
4026140	4026300	Mm-hm.
4027140	4027860	.
4045420	4047080	You might need to, right?
4047260	4051120	So it's possible that like I, like there is,
4051280	4054140	let's say there's some, hypothetically there's some causality
4054140	4055840	between the blue and the purple message, right?
4055840	4057740	And let's say like, you know, so the blue should
4057740	4060020	be delivered before purple, hypothetically supposing.
4060400	4064660	And at P3 I ended up like first buffering purple
4064660	4069520	and then I ended up offering blue and then I delivered it.
4069620	4073020	So then I look at like, you know, my purple message first,
4073220	4074520	oh, I find out it's not deliverable.
4074800	4077360	But then I look at the blue message and I see that,
4077520	4079560	oh, causality condition is satisfied, I can deliver it now.
4079880	4082260	Then I might have to go back to the purple message
4082260	4083840	and check that, okay, now that I've delivered the blue message,
4083960	4085500	can I now deliver the purple message?
4085880	4087180	And then I can deliver that.
4087320	4088660	In this case, the two are concurrent,
4088780	4090220	so I could have delivered them in whatever order.
4090400	4092720	But yeah, you might need to kind of go back and check.
4098520	4098880	.
4100680	4103320	Yeah, you could do some kind of an ordering.
4103540	4107560	Yeah, so then you could be smarter about that, right?
4107700	4109620	So if you're just like, so it depends on how you're implemented.
4109740	4110880	That's an implementation detail, right?
4111120	4112260	So it depends on how you're implementing it.
4112280	4114260	If you're just implementing it by storing the messages
4114260	4115340	in the order in which they arrive,
4115880	4117640	you scan once, you may have to scan again.
4118060	4122020	If you end up storing them in some like causality order,
4122020	4123740	that okay, like I know that like, you know,
4124140	4126880	from the vectors of like blue and purple,
4127100	4128980	like I, there is a dependency between them.
4129180	4130960	If you end up storing them in that order,
4131100	4135020	you may, you might skip like a second scan.
4135760	4138180	So yeah, you can be smarter about how you implement.
4138340	4139500	I mean, but then you're paying the cost
4140020	4140900	during the insertion time.
4141860	4144280	So when you're inserting the message in the buffer,
4144460	4147080	you're doing some kind of a scan to figure out
4147080	4148840	what's the right place to insert it.
4149960	4152300	But yeah, so there's a trade off.
4152920	4153700	You had a question?
4160760	4161200	.
4165820	4166260	Yeah.
4168620	4169060	.
4173140	4175220	Yeah, so for delivery of red multicars
4175220	4177020	does not happen for whatever reason,
4177580	4180620	then what would, what that would mean is that at P2,
4180820	4184720	my sequence vector is still stuck at 0, 0, 0, 0, right?
4185880	4185880	
4185880	4185880	
4185880	4188400	Yeah, and then the blue multicars sequence vector
4188400	4190340	would look like 0, 1, 0, 0.
4190540	4193240	And then like there is no dependency of having
4193240	4195860	first receive the red multicars at other processes
4195860	4198020	and the blue one can then be delivered before the red one.
4198100	4200640	So the causality is not established between the red
4200640	4201540	and the blue multicars.
4201780	4204500	So yeah, so if you, and if you end up like buffering this
4204500	4208780	for whatever reason and delivering it after the blue one,
4209220	4211780	you, you don't end up establishing the causality.
4212120	4212220	.
4213980	4214660	.
4214660	4214660	
4214660	4214660	
4214660	4214660	
4214660	4214660	
4214660	4214660	
4214660	4214700	.
4214700	4214700	
4214700	4214700	
4214700	4214700	
4214700	4215100	.
4243660	4245060	.
4245060	4245080	.
4245100	4246500	.
4249580	4250980	.
4275100	4276040	.
4278280	4279680	.
4334580	4334900	.
4334900	4334920	.
4334920	4335080	.
4335100	4335240	.
4340680	4342080	.
4342080	4343200	.
4343200	4344440	.
4345840	4347240	.
4347240	4347820	.
4351480	4352880	.
4352880	4353880	.
4355320	4355780	.
4358980	4360380	.
4360380	4361460	.
4361460	4362460	.
4362460	4362600	.
4365440	4366840	.
4366840	4368700	.
4368700	4369120	.
4369120	4369720	.
4369720	4370100	.
4371840	4373240	.
4373240	4373240	
4373240	4374340	.
4376020	4377420	.
4377420	4378340	.
4378340	4378760	.
4378760	4379320	.
4379320	4380120	.
4380120	4380120	
4383840	4385240	.
4387700	4389100	.
4389100	4390440	.
4390440	4391440	.
4395740	4397140	.
4397140	4398480	.
4398480	4398480	
4398480	4398480	
4398480	4398480	
4398480	4398480	
4398480	4398480	
4398480	4398520	.
4398520	4399400	.
4399400	4399740	.
4399740	4400320	.
4400320	4400720	.
4400720	4400980	.
4400980	4400980	
4401540	4401940	.
4401940	4402060	.
4402060	4402060	
4402060	4402080	.
4402080	4402140	.
4402140	4402240	.
4402240	4402800	.
4402800	4403000	.
4403000	4403220	.
4403220	4403480	.
4403480	4405080	along this tree, okay?
4405320	4407140	So this way, like once we construct this tree,
4407820	4410940	all processes will receive the message,
4411260	4417700	but we end up avoiding the redundancy, okay?
4421100	4424300	So yeah, so the basic idea then is that the process
4424300	4425320	will end up sending the message,
4425420	4427060	we need to a subset of processes in the group
4427060	4430120	that are, that has direct children in this tree.
4434020	4436720	So if we do such a thing,
4437060	4439000	again if we take a look at the physical network,
4439140	4440680	there might still be some redundancy,
4440800	4445000	like if this graph, if this like process level graph
4445000	4448280	is implemented like so, executed like so in the physical
4448280	4449660	network, there might still be some redundancy,
4449720	4451460	we may still end up sending some redundant packets
4452080	4456580	in the network router, but we can also possibly construct
4456580	4458780	a tree that includes the network router itself,
4459240	4463380	and this is, there's a protocol for it called IP multicast,
4463480	4465960	it's, it's very hard to deploy protocol,
4466260	4467660	like there's, there's been a lot of proposals
4467660	4469980	around IP multicast, people don't actually end up
4469980	4472020	deploying it, they mostly end up doing like
4472800	4474640	some kind of an overlay tree,
4475300	4478400	not involving all of the routers in the internet,
4478780	4480180	but the protocol is still out there,
4480280	4481200	it's just, it's hard to deploy,
4481380	4484520	it's just a side note, okay?
4484960	4486940	But yeah, so the basic idea here is that you can
4486940	4489060	construct this multicast tree,
4489060	4494960	and this tree based multicast will basically help you
4494960	4497220	in reducing some redundancy in how many packets
4497220	4500200	you're sending out when you're trying to do your multicast.
4501680	4504640	But the problem, one problem that arises could be that,
4504680	4507220	you know, if a node fails, then I have this overhead
4507220	4510440	of like, you know, reconstructing the tree to make sure
4510440	4512340	that all of the other nodes in my system
4512340	4514180	receive the multicast message.
4514180	4518900	And so one way to overcome that is through
4518900	4520300	this approach called gossip.
4520920	4528260	So in gossip, each, each process ends up
4528260	4531260	transmitting the message to B random targets.
4531740	4534540	Okay, so you just randomly pick like B other processes
4534540	4536920	to send the message to, and you just send the message
4536920	4537600	to those processes.
4538040	4540560	And other nodes do the same when they receive the message.
4540560	4545400	So yeah, everyone just randomly picks like B neighbors
4545400	4548700	they know about and send the message to those, and so on.
4549220	4551540	So there is no tree construction overhead,
4551720	4554780	and it's more efficient in terms of how many packets
4554780	4556560	you end up sending out into your network,
4557520	4560760	compared to unicasting it to just all possible receivers.
4562420	4564600	And this is also known as epidemic multicast.
4564700	4565440	Can someone tell me why?
4574160	4575320	Like an epidemic, right?
4575420	4579100	So in fact, this value B, like how many nodes you send to,
4579220	4585080	it's also like one of the spreading factor for epidemics as well.
4585180	4589960	So if this value is more than two, then the epidemic can spread very widely.
4589960	4593900	I'm forgetting the, there was some, for COVID that there was this value
4593900	4596500	which was like I think close to two or greater than two.
4596620	4597940	I'm forgetting the exact value.
4598360	4600780	But yeah, so it's kind of, it spreads like an epidemic.
4601520	4604340	So it's probabilistic in nature, there are no hard guarantees
4604340	4608100	on whether all processes will end up receiving that multicast message,
4608380	4610100	but it's good enough for many applications.
4610320	4612320	So it's, it's, it's somewhat probabilistic.
4612540	4614800	And it's actually used in many real world systems.
4615000	4617080	So Facebook distributed data store that will be
4617080	4619100	starting towards the end of this course.
4619460	4623760	So, uh, use this epidemic multicast as gossip for group membership
4623760	4626680	and Bitcoin uses it to exchange transaction information between.
4627640	4630580	And that concludes our discussion for multicast.
4630760	4633420	Thank you for staying one minute longer.
4634060	4635940	And yeah, I just wanted to wrap that up before
4635940	4638360	and then we can do a clean start on mutual exclusion on Friday.
4638780	4639420	All right.
4639620	4640060	Thank you all.
4647080	4647680	Thank you.
4677080	4677680	Thank you.
4707080	4707680	Thank you.
4737080	4737680	Thank you.
4767080	4767680	Thank you.
4797080	4797080	
4797340	4797660	Thank you.
4797760	4798020	Thank you.
4798080	4798080	
4798080	4798080	
4798080	4798080	
4798080	4798080	
4798080	4798080	
4798080	4798220	It's all about reporting.
4798220	4798240	So you decided you did not offer proof of any and the need
4798240	4798240	
4798240	4798660	And if you have, I consider you something really
4798660	4798840	inache.
4798980	4799220	Yeah.
4799220	4799220	
4799220	4799260	Thank you.
4799300	4799540	So for everyone appreciate you tonight's,
4799520	4799520	
